Server_ID,Timestamp,CPU_Usage_Pct,Memory_Usage_GB,Cost_USD,Subscription_Type_Enterprise,Subscription_Type_Free-Tier,Subscription_Type_Pay-As-You-Go,Subscription_Type_Student,Status_Active,Status_Idle
MS-SRV-649,2026-01-12 10:00:00,54.07643081041874,23.0,231.96861196140387,False,False,True,False,False,True
MS-SRV-541,2026-01-12 11:00:00,63.94060920824496,107.0,415.569756932402,False,False,True,False,True,False
MS-SRV-135,2026-01-12 12:00:00,74.81885863106409,108.0,402.7326680718936,False,False,True,False,False,True
MS-SRV-910,2026-01-12 13:00:00,47.89293775401879,62.0,300.4098659541318,False,False,False,True,True,False
MS-SRV-215,2026-01-12 14:00:00,55.375527682006926,12.0,183.6676174867742,True,False,False,False,False,True
MS-SRV-969,2026-01-12 15:00:00,39.54515172523145,17.0,376.70255985789606,False,False,True,False,True,False
MS-SRV-784,2026-01-12 16:00:00,33.07695782974924,102.0,0.0,False,False,True,False,True,False
MS-SRV-342,2026-01-12 17:00:00,85.1950361285921,63.0,80.85177910154836,True,False,False,False,True,False
MS-SRV-277,2026-01-12 19:00:00,52.04414183175071,18.0,472.1099290934554,False,True,False,False,True,False
MS-SRV-771,2026-01-12 20:00:00,70.05088295323569,73.0,290.03403313485427,False,False,True,False,True,False
MS-SRV-179,2026-01-12 21:00:00,38.585756345832834,59.0,478.3987909653443,True,False,False,False,True,False
MS-SRV-185,2026-01-12 22:00:00,64.73141302272218,62.0,316.4133735241301,False,False,True,False,True,False
MS-SRV-615,2026-01-12 23:00:00,10.312917110805412,49.0,61.54771865572341,False,False,True,False,True,False
MS-SRV-411,2026-01-13 00:00:00,63.94899226133394,88.0,97.25012860810124,False,False,True,False,True,False
MS-SRV-321,2026-01-13 02:00:00,23.11786126807671,99.0,278.3677510478124,False,False,True,False,False,True
MS-SRV-578,2026-01-13 03:00:00,90.96669552984312,47.0,92.7365550977207,False,False,True,False,True,False
MS-SRV-711,2026-01-13 04:00:00,45.89976199758434,84.0,164.94901209576818,False,False,True,False,True,False
MS-SRV-140,2026-01-13 05:00:00,33.75758268786879,63.0,0.0,False,False,True,False,True,False
MS-SRV-794,2026-01-13 06:00:00,47.11275115705329,123.0,294.7857288848727,True,False,False,False,True,False
MS-SRV-450,2026-01-13 07:00:00,13.441831913813408,103.0,24.6626629647531,False,False,True,False,True,False
MS-SRV-971,2026-01-13 08:00:00,29.699208182114504,75.0,399.5355003947228,False,False,True,False,True,False
MS-SRV-857,2026-01-13 09:00:00,80.6860210816554,50.0,139.9765923923103,False,False,True,False,True,False
MS-SRV-245,2026-01-13 10:00:00,87.22412837593907,124.0,226.09314887675464,False,False,True,False,True,False
MS-SRV-345,2026-01-13 11:00:00,90.16809780165258,37.0,79.53573944619663,True,False,False,False,True,False
MS-SRV-859,2026-01-13 12:00:00,66.17472443828201,27.0,451.42487359414974,False,False,True,False,True,False
MS-SRV-680,2026-01-13 13:00:00,84.61481612488802,50.0,255.66030739020184,True,False,False,False,True,False
MS-SRV-501,2026-01-13 14:00:00,23.684475177460904,73.0,304.8014274699256,False,False,True,False,True,False
MS-SRV-502,2026-01-13 15:00:00,49.73438539853053,29.0,380.6249554824472,True,False,False,False,True,False
MS-SRV-544,2026-01-13 16:00:00,24.385270196147356,117.0,343.5583076066689,True,False,False,False,True,False
MS-SRV-951,2026-01-13 17:00:00,42.97426759584135,97.0,458.3669184072148,True,False,False,False,True,False
MS-SRV-694,2026-01-13 18:00:00,57.95396505697651,112.0,352.7070189419754,False,False,True,False,True,False
MS-SRV-747,2026-01-13 19:00:00,86.62516017119822,15.0,204.0343963548446,False,True,False,False,True,False
MS-SRV-679,2026-01-13 20:00:00,32.65001677178012,43.0,415.4301196697288,False,False,True,False,True,False
MS-SRV-864,2026-01-13 21:00:00,82.93930561106347,44.0,304.31721716873085,False,False,True,False,True,False
MS-SRV-351,2026-01-13 22:00:00,99.0462315618306,86.0,0.0,False,False,False,True,True,False
MS-SRV-688,2026-01-13 23:00:00,48.48161816480799,99.0,69.45877008708642,False,False,True,False,True,False
MS-SRV-995,2026-01-14 00:00:00,37.33039758023857,19.0,196.1026304875449,True,False,False,False,True,False
MS-SRV-219,2026-01-14 02:00:00,12.40733073204515,101.0,498.5107171742592,True,False,False,False,True,False
MS-SRV-888,2026-01-14 03:00:00,62.21426772938711,63.0,422.39979857007097,False,False,True,False,True,False
MS-SRV-553,2026-01-14 04:00:00,57.66922104204338,115.0,246.9791647999916,False,False,True,False,True,False
MS-SRV-941,2026-01-14 05:00:00,40.63884231847684,77.0,497.8320751933804,False,True,False,False,True,False
MS-SRV-159,2026-01-14 06:00:00,87.7721508108587,8.0,134.69830653251023,False,False,True,False,True,False
MS-SRV-646,2026-01-14 07:00:00,51.96056746718082,53.0,299.0125686524365,True,False,False,False,True,False
MS-SRV-602,2026-01-14 08:00:00,33.337283323864696,6.0,151.27385699715938,False,True,False,False,True,False
MS-SRV-553,2026-01-14 09:00:00,92.61499970101868,117.0,320.94812862985526,False,False,True,False,True,False
MS-SRV-735,2026-01-14 10:00:00,58.53175478573141,77.0,0.0,True,False,False,False,False,True
MS-SRV-476,2026-01-14 11:00:00,88.84097753941603,14.0,133.52989275761212,False,False,True,False,False,True
MS-SRV-637,2026-01-14 12:00:00,37.69893146726049,99.0,201.58869559452037,True,False,False,False,True,False
MS-SRV-818,2026-01-14 13:00:00,50.243840936471656,60.0,55.3266443822219,False,False,True,False,True,False
MS-SRV-430,2026-01-14 14:00:00,91.15985492664043,28.0,212.1624852953109,True,False,False,False,False,True
MS-SRV-687,2026-01-14 15:00:00,40.759325510843496,54.0,324.1683533136229,False,False,True,False,True,False
MS-SRV-389,2026-01-14 16:00:00,93.1691544527276,108.0,66.27291978839946,False,False,True,False,True,False
MS-SRV-120,2026-01-14 17:00:00,30.856251133270508,94.0,300.204919289366,False,False,True,False,True,False
MS-SRV-822,2026-01-14 18:00:00,57.9850317667081,52.0,467.5496651324773,False,False,True,False,True,False
MS-SRV-258,2026-01-14 19:00:00,96.8965075023738,40.0,0.0,True,False,False,False,True,False
MS-SRV-871,2026-01-14 20:00:00,59.61415087458825,41.0,323.77430166875126,False,False,True,False,True,False
MS-SRV-530,2026-01-14 21:00:00,41.01093220708975,97.0,173.78483601329447,False,False,True,False,True,False
MS-SRV-897,2026-01-14 22:00:00,97.2174312659115,12.0,206.67749449360053,False,True,False,False,True,False
MS-SRV-659,2026-01-14 23:00:00,95.16876250990036,50.0,426.11850345288434,True,False,False,False,True,False
MS-SRV-639,2026-01-15 00:00:00,19.889998361089923,102.0,240.0486843953308,True,False,False,False,True,False
MS-SRV-125,2026-01-15 01:00:00,40.48619765896781,94.0,87.03781404174532,False,False,True,False,True,False
MS-SRV-338,2026-01-15 02:00:00,86.60931902458476,94.0,315.25969946913693,False,False,True,False,True,False
MS-SRV-706,2026-01-15 03:00:00,28.50152185709793,85.0,60.11402332089521,False,False,True,False,True,False
MS-SRV-202,2026-01-15 04:00:00,52.59875271110439,82.0,234.99590223654263,False,False,True,False,True,False
MS-SRV-797,2026-01-15 05:00:00,35.91218182144376,119.0,491.8439003139362,False,False,True,False,True,False
MS-SRV-505,2026-01-15 06:00:00,91.60813578131996,74.0,267.42288800022675,False,False,True,False,True,False
MS-SRV-641,2026-01-15 07:00:00,87.02521037756682,67.0,193.58053664049208,False,False,True,False,True,False
MS-SRV-490,2026-01-15 08:00:00,93.31258327678177,37.0,409.5657291719482,False,False,True,False,True,False
MS-SRV-410,2026-01-15 09:00:00,36.922695792820704,45.0,287.9250984198681,False,False,True,False,True,False
MS-SRV-928,2026-01-15 12:00:00,56.79789491841807,98.0,491.8217766467662,False,False,True,False,True,False
MS-SRV-746,2026-01-15 13:00:00,52.74867976298779,84.0,80.7608880652912,True,False,False,False,True,False
MS-SRV-197,2026-01-15 14:00:00,98.4135777554942,9.0,216.82709738343712,False,True,False,False,True,False
MS-SRV-537,2026-01-15 15:00:00,94.4063957095678,33.0,76.34524073504821,False,False,True,False,True,False
MS-SRV-838,2026-01-15 17:00:00,99.54740359252511,53.0,188.2752066580771,True,False,False,False,False,True
MS-SRV-779,2026-01-15 18:00:00,32.4198759151171,110.0,237.0301529068692,False,False,True,False,True,False
MS-SRV-480,2026-01-15 19:00:00,92.53238119475536,66.0,181.3644514055163,False,False,True,False,True,False
MS-SRV-690,2026-01-15 20:00:00,15.391978367771472,50.0,128.08352065693933,True,False,False,False,True,False
MS-SRV-596,2026-01-15 21:00:00,70.5864358440105,20.0,185.7424067257195,False,False,True,False,True,False
MS-SRV-738,2026-01-15 22:00:00,99.13758973646163,114.0,256.34384160737864,True,False,False,False,True,False
MS-SRV-377,2026-01-15 23:00:00,98.9824026550023,102.0,477.65624571656014,False,False,True,False,True,False
MS-SRV-702,2026-01-16 00:00:00,94.36932289219232,74.0,85.717648313121,False,False,True,False,True,False
MS-SRV-498,2026-01-16 01:00:00,40.90594747187586,112.0,136.99554352755345,False,False,True,False,False,True
MS-SRV-212,2026-01-16 02:00:00,97.14156696942204,37.0,151.80768342566927,False,False,True,False,True,False
MS-SRV-101,2026-01-16 03:00:00,74.47286696134996,106.0,260.20813787196147,True,False,False,False,True,False
MS-SRV-938,2026-01-16 04:00:00,85.58117390125348,20.0,292.17954728879243,True,False,False,False,True,False
MS-SRV-509,2026-01-16 05:00:00,50.03027724756647,56.0,418.2688161437135,False,False,True,False,True,False
MS-SRV-145,2026-01-16 06:00:00,18.71531499789634,45.0,329.34142448401167,False,False,False,True,True,False
MS-SRV-708,2026-01-16 07:00:00,40.406386899978216,73.0,475.3757734403065,False,False,True,False,True,False
MS-SRV-350,2026-01-16 08:00:00,50.36030270205854,101.0,412.58061362651705,False,False,True,False,True,False
MS-SRV-515,2026-01-16 09:00:00,87.30309039469648,13.0,25.394882637572596,False,False,True,False,False,True
MS-SRV-269,2026-01-16 10:00:00,52.74484069781865,76.0,119.79906809142705,False,True,False,False,True,False
MS-SRV-846,2026-01-16 11:00:00,56.9443351372612,9.0,387.515550828791,True,False,False,False,True,False
MS-SRV-691,2026-01-16 12:00:00,99.76370644110273,58.0,152.49007680018593,False,True,False,False,True,False
MS-SRV-699,2026-01-16 13:00:00,91.59899646207552,124.0,369.51241279514056,False,False,True,False,True,False
MS-SRV-122,2026-01-16 14:00:00,79.61946876776872,4.0,462.0850467472315,False,False,True,False,True,False
MS-SRV-594,2026-01-16 15:00:00,73.01550630171955,61.0,378.81978104563984,False,True,False,False,True,False
MS-SRV-450,2026-01-16 16:00:00,80.03861249092218,20.0,326.62660181332296,False,False,True,False,True,False
MS-SRV-402,2026-01-16 17:00:00,62.69654545542489,57.0,249.20269036706028,False,False,False,True,True,False
MS-SRV-587,2026-01-16 18:00:00,67.0618794751521,15.0,149.83040391418348,False,False,True,False,True,False
MS-SRV-939,2026-01-16 19:00:00,59.20628324651067,64.0,38.8846557425132,False,False,False,True,True,False
MS-SRV-252,2026-01-16 20:00:00,35.361066491224406,62.0,485.3433268463912,False,False,True,False,True,False
MS-SRV-397,2026-01-16 21:00:00,17.448978443913454,71.0,260.824948451127,False,False,True,False,True,False
MS-SRV-771,2026-01-16 23:00:00,50.71370316725404,78.0,55.441873848351406,False,False,True,False,True,False
MS-SRV-884,2026-01-17 00:00:00,92.73582624260416,19.0,358.23428028294654,True,False,False,False,True,False
MS-SRV-611,2026-01-17 01:00:00,58.33289129935039,39.0,333.8417963850851,False,False,True,False,True,False
MS-SRV-443,2026-01-17 02:00:00,31.683664821904063,65.0,225.69210653300348,False,False,False,True,False,True
MS-SRV-250,2026-01-17 03:00:00,80.61244803377501,118.0,15.804342473316936,False,False,True,False,True,False
MS-SRV-487,2026-01-17 05:00:00,96.66315383911252,88.0,84.06796601510709,False,False,True,False,True,False
MS-SRV-496,2026-01-17 06:00:00,90.94596042135308,34.0,0.0,False,False,False,True,True,False
MS-SRV-939,2026-01-17 08:00:00,15.935528806139686,64.0,5.292078340173333,False,False,False,True,False,True
MS-SRV-621,2026-01-17 09:00:00,45.47792288773215,107.0,495.40358237042767,False,False,False,True,True,False
MS-SRV-315,2026-01-17 10:00:00,54.20614929099266,49.0,362.8302597970318,True,False,False,False,True,False
MS-SRV-598,2026-01-17 11:00:00,92.54997480872665,114.0,55.58067238928791,False,False,False,True,True,False
MS-SRV-323,2026-01-17 12:00:00,53.440818815598114,44.0,82.38195110013456,False,False,True,False,True,False
MS-SRV-779,2026-01-17 13:00:00,83.43088214179612,57.0,149.44302573675176,False,False,True,False,True,False
MS-SRV-989,2026-01-17 14:00:00,83.7218655877044,80.0,425.7022681529108,False,False,True,False,True,False
MS-SRV-971,2026-01-17 15:00:00,22.401294226864454,15.0,149.2942332902252,True,False,False,False,True,False
MS-SRV-804,2026-01-17 16:00:00,63.19788149159356,47.0,76.36734315171998,False,False,True,False,True,False
MS-SRV-290,2026-01-17 17:00:00,51.799241923060826,49.0,154.62676662109638,False,False,True,False,True,False
MS-SRV-444,2026-01-17 18:00:00,89.00410862856675,69.0,203.31937563698617,False,False,True,False,True,False
MS-SRV-176,2026-01-17 19:00:00,70.14333422089368,10.0,264.0690265965903,False,False,False,True,True,False
MS-SRV-193,2026-01-17 20:00:00,16.429752167137785,55.0,470.07067742841673,False,False,True,False,True,False
MS-SRV-323,2026-01-17 21:00:00,63.41703348560155,84.0,425.10280348585695,True,False,False,False,True,False
MS-SRV-808,2026-01-17 22:00:00,77.54418059571381,108.0,72.01065721738725,False,True,False,False,True,False
MS-SRV-553,2026-01-17 23:00:00,22.636509788826917,66.0,7.761591334911989,False,False,True,False,False,True
MS-SRV-977,2026-01-18 00:00:00,71.23779310199222,19.0,65.1829690676075,False,False,True,False,True,False
MS-SRV-543,2026-01-18 01:00:00,63.71679827918364,18.0,247.18743556983432,False,False,True,False,True,False
MS-SRV-152,2026-01-18 02:00:00,70.9159622769499,48.0,249.0276633815387,False,False,False,True,True,False
MS-SRV-619,2026-01-18 03:00:00,65.15697521568325,9.0,375.3123326757704,False,False,True,False,True,False
MS-SRV-981,2026-01-18 04:00:00,64.30364353996376,24.0,301.09811358175943,False,False,True,False,False,True
MS-SRV-173,2026-01-18 05:00:00,74.011053518217,72.0,249.81794862402327,False,False,True,False,True,False
MS-SRV-954,2026-01-18 06:00:00,35.71757922670834,83.0,297.8736371447076,False,False,True,False,True,False
MS-SRV-114,2026-01-18 07:00:00,41.15677726461511,34.0,80.09591245067836,True,False,False,False,True,False
MS-SRV-661,2026-01-18 08:00:00,64.729395775825,96.0,287.8467536523184,False,True,False,False,True,False
MS-SRV-709,2026-01-18 09:00:00,23.506913523158016,81.0,262.9024745207392,True,False,False,False,True,False
MS-SRV-842,2026-01-18 10:00:00,84.88003418347888,38.0,143.93764764309978,False,False,True,False,True,False
MS-SRV-253,2026-01-18 11:00:00,63.10735348446899,118.0,316.56701070367626,False,False,True,False,True,False
MS-SRV-908,2026-01-18 12:00:00,43.546159849809726,63.0,42.21571631325239,False,False,True,False,True,False
MS-SRV-117,2026-01-18 13:00:00,44.28763200782926,101.0,428.50946582512137,True,False,False,False,True,False
MS-SRV-772,2026-01-18 14:00:00,12.391343326127927,63.0,47.69505348423454,True,False,False,False,True,False
MS-SRV-311,2026-01-18 15:00:00,61.92015296349395,113.0,116.19451624987728,False,False,True,False,True,False
MS-SRV-478,2026-01-18 16:00:00,98.30460476213952,63.0,289.7759095976144,False,False,True,False,True,False
MS-SRV-965,2026-01-18 17:00:00,28.765144222414097,13.0,337.7982644652741,False,False,True,False,True,False
MS-SRV-843,2026-01-18 18:00:00,67.8897365690857,69.0,396.2236131393282,False,False,True,False,True,False
MS-SRV-478,2026-01-18 19:00:00,41.2334405892947,98.0,294.88489199510616,False,False,True,False,True,False
MS-SRV-844,2026-01-18 20:00:00,93.2652668406517,63.0,339.0271556805379,True,False,False,False,True,False
MS-SRV-531,2026-01-18 21:00:00,45.72462516392194,84.0,130.54615934655226,False,True,False,False,True,False
MS-SRV-113,2026-01-18 22:00:00,24.16192443261613,124.0,0.0,False,False,True,False,True,False
MS-SRV-810,2026-01-18 23:00:00,36.04518771242034,74.0,78.12854692296278,False,False,True,False,True,False
MS-SRV-371,2026-01-19 00:00:00,68.57752903444322,116.0,242.7660803725637,False,True,False,False,True,False
MS-SRV-320,2026-01-19 01:00:00,37.70003086250853,36.0,294.8228372106644,False,False,True,False,True,False
MS-SRV-502,2026-01-19 02:00:00,93.10776801277488,38.0,461.57594306060565,True,False,False,False,True,False
MS-SRV-322,2026-01-19 03:00:00,92.83267136896195,99.0,233.64853998025995,True,False,False,False,True,False
MS-SRV-293,2026-01-19 04:00:00,20.769191735539295,54.0,330.76682593245164,False,False,True,False,True,False
MS-SRV-950,2026-01-19 05:00:00,63.76041671511912,20.0,360.5351633033311,False,False,True,False,True,False
MS-SRV-774,2026-01-19 06:00:00,73.59782489690156,121.0,222.86548443904567,True,False,False,False,True,False
MS-SRV-604,2026-01-19 07:00:00,20.809224373152134,27.0,135.91086646214563,False,False,True,False,True,False
MS-SRV-745,2026-01-19 08:00:00,18.51070803000247,108.0,335.3713344242938,False,False,True,False,True,False
MS-SRV-146,2026-01-19 09:00:00,93.7670776136081,109.0,363.13782362832455,False,False,True,False,True,False
MS-SRV-311,2026-01-19 10:00:00,72.04569292245368,117.0,97.02244277552406,True,False,False,False,True,False
MS-SRV-511,2026-01-19 11:00:00,85.83542112623655,63.0,176.72664753788234,False,False,True,False,True,False
MS-SRV-766,2026-01-19 12:00:00,26.61568095765841,44.0,489.3088359366635,False,True,False,False,True,False
MS-SRV-504,2026-01-19 13:00:00,16.361520065615274,90.0,178.54641917035147,False,True,False,False,True,False
MS-SRV-955,2026-01-19 14:00:00,43.14908581321232,96.0,30.193248328450103,False,True,False,False,True,False
MS-SRV-343,2026-01-19 15:00:00,37.3371218158572,45.0,0.0,True,False,False,False,True,False
MS-SRV-727,2026-01-19 16:00:00,99.43884311651148,9.0,243.91570537656176,True,False,False,False,True,False
MS-SRV-952,2026-01-19 17:00:00,64.1253422579944,61.0,7.2377097926479586,False,False,True,False,True,False
MS-SRV-885,2026-01-19 18:00:00,86.05491693179238,112.0,184.4657063136968,True,False,False,False,True,False
MS-SRV-415,2026-01-19 19:00:00,49.91776782267325,25.0,174.45220836590136,True,False,False,False,True,False
MS-SRV-732,2026-01-19 20:00:00,10.434297281243042,59.0,172.43981626399125,False,False,True,False,True,False
MS-SRV-292,2026-01-19 21:00:00,11.443920844152093,63.0,363.88591738504834,False,False,True,False,True,False
MS-SRV-477,2026-01-19 22:00:00,24.73588780823921,112.0,16.07874481499941,False,True,False,False,True,False
MS-SRV-144,2026-01-19 23:00:00,94.58455665426062,65.0,478.65010907032905,False,False,True,False,True,False
MS-SRV-744,2026-01-20 00:00:00,19.650468034774896,63.0,194.18017424642065,False,False,True,False,True,False
MS-SRV-151,2026-01-20 01:00:00,37.40224501532083,61.0,133.30149478049665,True,False,False,False,True,False
MS-SRV-405,2026-01-20 02:00:00,98.63121115480452,15.0,223.61544717162323,False,False,True,False,True,False
MS-SRV-942,2026-01-20 03:00:00,46.74446924250271,36.0,0.0,False,False,True,False,True,False
MS-SRV-921,2026-01-20 04:00:00,64.94773693698761,33.0,202.0716260646067,False,False,True,False,True,False
MS-SRV-833,2026-01-20 05:00:00,49.91202212601451,102.0,336.7612966795995,False,True,False,False,True,False
MS-SRV-429,2026-01-20 06:00:00,45.59878640426489,19.0,347.6704239625498,False,False,True,False,True,False
MS-SRV-233,2026-01-20 07:00:00,92.85798334742198,57.0,165.40169259570112,True,False,False,False,True,False
MS-SRV-777,2026-01-20 08:00:00,96.0075196949795,82.0,61.350720463154495,False,False,True,False,True,False
MS-SRV-851,2026-01-20 09:00:00,39.76389445227072,98.0,375.5460320428135,True,False,False,False,True,False
MS-SRV-540,2026-01-20 10:00:00,57.67167892142886,23.0,497.3278896643218,True,False,False,False,True,False
MS-SRV-243,2026-01-20 12:00:00,83.04536819761226,111.0,450.5035720250849,False,False,True,False,False,True
MS-SRV-396,2026-01-20 13:00:00,74.75132689834548,50.0,490.27693204637,False,True,False,False,True,False
MS-SRV-526,2026-01-20 14:00:00,30.74743704481867,89.0,67.942579463014,True,False,False,False,True,False
MS-SRV-939,2026-01-20 15:00:00,33.313252131310804,94.0,360.3349692821984,True,False,False,False,True,False
MS-SRV-649,2026-01-20 16:00:00,66.33436552075464,86.0,340.5872104458508,False,False,True,False,False,True
MS-SRV-402,2026-01-20 17:00:00,78.47889506774607,53.0,354.671739306188,False,False,True,False,True,False
MS-SRV-299,2026-01-20 18:00:00,66.99880047821088,18.0,193.1675517861736,True,False,False,False,True,False
MS-SRV-831,2026-01-20 19:00:00,58.7093123254985,63.0,310.1376723069597,False,False,True,False,True,False
MS-SRV-989,2026-01-20 20:00:00,72.19416267686971,68.0,279.9506874634226,False,False,True,False,True,False
MS-SRV-392,2026-01-20 21:00:00,42.66586248991924,31.0,168.0373611339305,False,False,True,False,False,True
MS-SRV-678,2026-01-20 23:00:00,63.86895196291287,60.0,476.6026371570443,True,False,False,False,True,False
MS-SRV-871,2026-01-21 00:00:00,77.96909000548987,69.0,338.00476847990103,True,False,False,False,True,False
MS-SRV-170,2026-01-21 01:00:00,78.80115148726843,51.0,430.7081233378016,False,False,True,False,True,False
MS-SRV-653,2026-01-21 02:00:00,33.854768993308205,38.0,350.2528797175663,False,True,False,False,True,False
MS-SRV-551,2026-01-21 03:00:00,85.08403580506373,59.0,0.0,True,False,False,False,True,False
MS-SRV-300,2026-01-21 04:00:00,29.16949835009041,95.0,89.13657404402755,False,False,False,True,True,False
MS-SRV-956,2026-01-21 05:00:00,54.70257641359121,63.0,161.59929348624811,True,False,False,False,True,False
MS-SRV-807,2026-01-21 06:00:00,26.120771324662726,7.0,241.78760361115852,False,True,False,False,True,False
MS-SRV-175,2026-01-21 07:00:00,54.23138496237901,7.0,463.59497531472977,False,False,True,False,True,False
MS-SRV-681,2026-01-21 08:00:00,64.18035713526147,68.0,0.0,False,False,True,False,True,False
MS-SRV-592,2026-01-21 09:00:00,90.08915648114848,63.0,78.85988666504502,True,False,False,False,True,False
MS-SRV-704,2026-01-21 10:00:00,64.13075663941784,112.0,205.82002085747624,True,False,False,False,True,False
MS-SRV-376,2026-01-21 11:00:00,91.67401023417602,55.0,320.87964403681195,False,False,True,False,True,False
MS-SRV-973,2026-01-21 12:00:00,50.14297170646425,104.0,269.9579517927131,False,False,True,False,True,False
MS-SRV-925,2026-01-21 13:00:00,25.191939070933664,79.0,206.7814422421656,False,True,False,False,True,False
MS-SRV-681,2026-01-21 14:00:00,82.53498205958624,98.0,495.12655075785926,False,True,False,False,True,False
MS-SRV-197,2026-01-21 15:00:00,67.56233760486154,114.0,24.29320627959637,False,False,True,False,False,True
MS-SRV-191,2026-01-21 16:00:00,18.559196087065885,9.0,164.41439658479914,False,False,True,False,True,False
MS-SRV-791,2026-01-21 17:00:00,49.29612466264209,33.0,498.1355655898936,True,False,False,False,True,False
MS-SRV-922,2026-01-21 18:00:00,46.0320901975554,27.0,93.3341001730195,False,True,False,False,False,True
MS-SRV-913,2026-01-21 19:00:00,25.51814088933113,7.0,214.8700452583712,True,False,False,False,True,False
MS-SRV-737,2026-01-21 20:00:00,62.68278701658321,78.0,8.525656652828724,False,False,True,False,True,False
MS-SRV-906,2026-01-21 21:00:00,25.897442512446013,8.0,241.27128794553545,False,False,True,False,True,False
MS-SRV-483,2026-01-21 22:00:00,50.978144617575694,20.0,448.3574256923504,False,False,True,False,True,False
MS-SRV-627,2026-01-21 23:00:00,72.79678939607192,87.0,67.97993057695078,True,False,False,False,True,False
MS-SRV-270,2026-01-22 00:00:00,78.73369599945799,71.0,197.0559269781949,False,False,True,False,True,False
MS-SRV-856,2026-01-22 01:00:00,74.89157231638985,122.0,383.360848102316,True,False,False,False,False,True
MS-SRV-801,2026-01-22 02:00:00,98.70525159002706,121.0,59.737959542618505,True,False,False,False,True,False
MS-SRV-487,2026-01-22 03:00:00,28.825279921719964,51.0,118.96314359595212,False,False,True,False,True,False
MS-SRV-700,2026-01-22 04:00:00,44.284129146517465,66.0,35.5078492035602,False,False,True,False,True,False
MS-SRV-556,2026-01-22 05:00:00,24.896489836122747,10.0,483.9988887867459,True,False,False,False,False,True
MS-SRV-781,2026-01-22 07:00:00,61.38042673439371,126.0,284.5743490373326,False,False,True,False,True,False
MS-SRV-252,2026-01-22 08:00:00,70.84521877231626,52.0,426.3461272637386,False,False,True,False,True,False
MS-SRV-733,2026-01-22 09:00:00,44.25671327957018,36.0,174.8220907802638,True,False,False,False,True,False
MS-SRV-727,2026-01-22 10:00:00,10.778236342336404,105.0,8.099252838764478,False,False,False,True,True,False
MS-SRV-449,2026-01-22 11:00:00,15.064527515837865,31.0,362.59073392942594,False,True,False,False,False,True
MS-SRV-640,2026-01-22 12:00:00,99.61200676524832,15.0,458.91468174403775,False,False,False,True,True,False
MS-SRV-195,2026-01-22 13:00:00,99.6919757748754,63.0,226.63462734802212,True,False,False,False,True,False
MS-SRV-527,2026-01-22 14:00:00,42.175117081905846,16.0,112.81305414959051,False,False,True,False,True,False
MS-SRV-937,2026-01-22 15:00:00,77.2594669879271,7.0,383.8505458146258,False,False,True,False,True,False
MS-SRV-678,2026-01-22 16:00:00,71.95417473944903,38.0,404.4412210458809,False,False,True,False,True,False
MS-SRV-737,2026-01-22 17:00:00,65.65287890851718,121.0,446.5187843624519,False,False,False,True,True,False
MS-SRV-182,2026-01-22 18:00:00,76.02820781308618,47.0,460.3026175310923,True,False,False,False,True,False
MS-SRV-482,2026-01-22 19:00:00,61.45654905043077,7.0,41.63514550597508,False,False,True,False,True,False
MS-SRV-188,2026-01-22 20:00:00,17.67537952305508,109.0,27.904652361768203,True,False,False,False,True,False
MS-SRV-178,2026-01-22 21:00:00,50.533652267283536,26.0,58.565854602257154,True,False,False,False,True,False
MS-SRV-281,2026-01-22 23:00:00,18.330365758646387,28.0,83.18780561614805,False,False,False,True,True,False
MS-SRV-402,2026-01-23 00:00:00,10.43585718788409,24.0,420.2010688097519,False,False,True,False,True,False
MS-SRV-626,2026-01-23 01:00:00,53.19210699034297,122.0,170.2287999965794,False,False,True,False,False,True
MS-SRV-383,2026-01-23 02:00:00,57.61906962982175,11.0,424.7371959970424,False,False,False,True,False,True
MS-SRV-424,2026-01-23 03:00:00,55.30551042414808,59.0,256.64269954191366,False,False,True,False,True,False
MS-SRV-377,2026-01-23 04:00:00,80.61961639050516,63.0,361.92114829994944,False,False,True,False,True,False
MS-SRV-266,2026-01-23 05:00:00,66.1596367418724,6.0,162.63798411634593,True,False,False,False,True,False
MS-SRV-526,2026-01-23 06:00:00,73.24036779914013,95.0,400.2094790240682,False,False,True,False,True,False
MS-SRV-514,2026-01-23 07:00:00,73.12960032711942,60.0,475.3737094190155,False,False,True,False,True,False
MS-SRV-472,2026-01-23 08:00:00,60.65705320135556,48.0,207.6728954567902,False,False,True,False,True,False
MS-SRV-572,2026-01-23 09:00:00,63.43597739170038,117.0,26.38198099042903,True,False,False,False,True,False
MS-SRV-307,2026-01-23 10:00:00,56.0169671932389,16.0,233.54179249477443,False,False,True,False,True,False
MS-SRV-412,2026-01-23 11:00:00,37.63033169025744,31.0,268.41275781851783,False,False,True,False,True,False
MS-SRV-933,2026-01-23 12:00:00,58.53128895601712,6.0,324.506746803632,False,False,True,False,True,False
MS-SRV-833,2026-01-23 13:00:00,64.58485774668932,35.0,117.20550879400513,False,False,False,True,True,False
MS-SRV-978,2026-01-23 14:00:00,16.388128427997245,14.0,338.12429653436817,False,False,True,False,True,False
MS-SRV-265,2026-01-23 15:00:00,55.950656489908994,6.0,46.03229612076176,False,False,True,False,False,True
MS-SRV-699,2026-01-23 16:00:00,37.12685045429639,114.0,143.9602114121113,True,False,False,False,True,False
